phage,host,species
NC_029081,NZ_RQHA01000004.1,Leptospiraceae;
NC_029083,CP001713,Chlamydiaceae;
NC_028887,NZ_CM002803,Oscillatoriales;
NC_028886,NZ_CP010341.1,Propionibacteriaceae;
NC_028885,NC_006085.1,Propionibacteriaceae;
NC_021802,NC_021883.1,Pasteurellales;
NC_029078,NZ_JYBE02000001.1,Streptomycetaceae;
NC_021803,NZ_CP021140.1,Eggerthellales;
MG812488,NZ_CP019870.1,Clostridiales;
KT186228,NZ_CP010341.1,Propionibacteriaceae;
KT186229,NZ_UFTQ01000001,Brevibacteriaceae;
NC_006548,NC_006085.1,Propionibacteriaceae;
NC_021805,NZ_CP019870.1,Clostridiales;
NC_029047,NC_008095.1,Myxococcales;
NC_023007,NZ_HF571038.1,Intrasporangiaceae;
MF919491,NC_009438.1,Alteromonadales;
NC_009803,NZ_AMGI01000001.1,Entomoplasmatales;
NC_001884,NC_007677.1,Order
NC_005069,NZ_CP047242.1,Nostocaceae;
NC_004165,CP019892,Microbacteriaceae;
NC_027370,NZ_AP014524.1,Vibrionales;
NC_027371,NZ_LT629739,Brevibacteriaceae;
NC_001365,NZ_CP006850.1,Nocardiaceae;
NC_028817,NZ_CP009467.1,Vibrionales;
NC_028818,NZ_PKKP01000001.1,Actinomycetaceae;
NC_023717,NZ_RQHA01000004.1,Leptospiraceae;
MH536811,NC_013282.2,Enterobacterales;
NC_028955,NC_003228.3,Bacteroidales;
NC_028954,NZ_LT629758,Micromonosporaceae;
MH536815,NZ_CP022580.1,Gordoniaceae;
NC_030910,NZ_CP010899.1,Entomoplasmatales;
NC_021789,NZ_LN831027.1,Fusobacteriaceae;
NC_030918,NZ_LR215047.1,Mycoplasmataceae;
MH155872,NZ_PKKP01000001.1,Actinomycetaceae;
MH155877,NZ_LR131273.1,Tsukamurellaceae;
MH155878,NZ_ATTH01000001,Order
NC_009936,NVUC01000001,Rhodobacterales;
MK112550,NZ_RQHA01000004.1,Leptospiraceae;
NC_009935,NC_006085.1,Propionibacteriaceae;
NC_031100,NZ_BEWM01000001.1,Rhodospirillales;
MK433271,CP019892,Microbacteriaceae;
NC_019918,NZ_MSEI01000003,Alteromonadales;
MK433276,NZ_CP009976.1,Flavobacteriales;
NC_029101,NZ_UWXU01000001,Enterobacterales;
NC_027389,NZ_LT629758,Micromonosporaceae;
NC_019913,NZ_LT629770,Microbacteriaceae;
NC_019912,NZ_MDBB01000001.1,Vibrionales;
NC_016762,NZ_LR215047.1,Mycoplasmataceae;
NC_031921,NZ_PKKP01000001.1,Actinomycetaceae;
NC_022746,NZ_CP047242.1,Nostocaceae;
NC_022747,NC_010163.1,Acholeplasmatales;
NC_022744,NZ_HF571038.1,Intrasporangiaceae;
MF541408,NZ_JMSZ01000016,Oceanospirillales;
NC_024140,CP023315,Caulobacterales;
NC_028672,NZ_CM000747.1,Bacillales;
NC_006294,NZ_LN831027.1,Fusobacteriaceae;
NC_028770,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_028773,NZ_CP022580.1,Gordoniaceae;
NC_021337,NZ_CP023560,Bacillales;
NC_021531,NZ_KZ846072.1,Lactobacillales;
NC_012697,NZ_CP027793.1,Nocardiaceae;
NC_031078,NZ_CP047242.1,Nostocaceae;
NC_006883,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_004333,SDYW01000001,Bacteria
NC_006552,NZ_ATTH01000001,Order
MH590599,NZ_CP018296.1,Chlamydiaceae;
NC_024785,NZ_MUTR01000001.1,Burkholderiales;
MH590597,NC_014159.1,Tsukamurellaceae;
NC_000867,NZ_FODB01000122.1,Oceanospirillales;
NC_018840,NC_010163.1,Acholeplasmatales;
NC_018841,NZ_CP035765.1,Sphingomonadales;
NC_018842,NVUC01000001,Rhodobacterales;
NC_010945,NZ_CP016990.1,Aeromonadales;
NC_018845,NC_007677.1,Order
NC_018847,NC_006461.1,Thermales;
NC_018848,NZ_JNIU01000001,Pelagibacterales;
NC_018849,NZ_CP013197.1,Entomoplasmatales;
NC_025428,LR134359,Campylobacterales;
MF347639,NZ_AP018203.1,Leptolyngbyaceae;
NC_025423,CP003184,Thermoanaerobacterales;
MG663582,NZ_LN831027.1,Fusobacteriaceae;
MG663583,NZ_CP009976.1,Flavobacteriales;
MG663584,NZ_LR215047.1,Mycoplasmataceae;
MG663585,CP034433,Neisseriales;
MG663586,NC_002771.1,Mycoplasmataceae;
NC_011421,NZ_CP035765.1,Sphingomonadales;
MH651172,NC_013501.1,Order
NC_029025,NC_017287.1,Chlamydiaceae;
KX507344,CP034433,Neisseriales;
KX507343,NC_005363.1,Bdellovibrionales;
NC_019919,NC_011071.1,Xanthomonadales;
MG925338,NZ_ABJL02000008.1,Bacteroidales;
NC_028855,NZ_PKRZ01000001.1,Lactobacillales;
KT184390,NC_002771.1,Mycoplasmataceae;
KT184391,NZ_VISK01000013.1,Rhodospirillales;
NC_028850,NZ_JYBE02000001.1,Streptomycetaceae;
NC_027332,NZ_FNSA01000003,Tsukamurellaceae;
NC_027333,NZ_CP009764.1,Burkholderiales;
MF919522,NC_005363.1,Bdellovibrionales;
NC_011373,CP003184,Thermoanaerobacterales;
MF467949,NZ_CP016990.1,Aeromonadales;
MF467948,NZ_LT629758,Micromonosporaceae;
KR347355,NZ_CP007203.1,Aphanizomenonaceae;
KR347354,NZ_CP027793.1,Nocardiaceae;
KR347353,CP003184,Thermoanaerobacterales;
NC_028694,NZ_AP018203.1,Leptolyngbyaceae;
NC_019414,NZ_RQHA01000004.1,Leptospiraceae;
NC_026599,NZ_CP007203.1,Aphanizomenonaceae;
NC_026594,NZ_LN831027.1,Fusobacteriaceae;
NC_031926,NZ_PKKP01000001.1,Actinomycetaceae;
MF975638,NZ_AP019750.1,Lactobacillales;
NC_028789,NZ_QGLK01000001.1,Bifidobacteriaceae;
MK305891,NC_013501.1,Order
MK305890,NC_010163.1,Acholeplasmatales;
MF975637,NZ_PKRZ01000001.1,Lactobacillales;
NC_016765,NZ_AP018203.1,Leptolyngbyaceae;
MK450431,CP001751,SAR116
NC_021316,CP034433,Neisseriales;
NC_022966,NZ_LR215047.1,Mycoplasmataceae;
NC_022967,NZ_CP018296.1,Chlamydiaceae;
NC_021318,NZ_CP015121.1,Pseudomonadales;
NC_028829,NZ_AP018203.1,Leptolyngbyaceae;
NC_027348,SDYW01000001,Bacteria
NC_009799,NZ_JNIU01000001,Pelagibacterales;
NC_029022,NZ_RQHA01000004.1,Leptospiraceae;
NC_028820,NZ_CP009764.1,Burkholderiales;
NC_019916,CP001751,SAR116
NC_027345,NC_010163.1,Acholeplasmatales;
NC_028827,NZ_QLMF01000001.1,Rhizobiales;
NC_027346,NZ_CP035765.1,Sphingomonadales;
NC_030929,NZ_CP009016.1,Xanthomonadales;
NC_003085,CP034433,Neisseriales;
NC_030923,NZ_CP021140.1,Eggerthellales;
NC_020842,NZ_CP050956.1,Bacteroidales;
NC_020841,NZ_CP047242.1,Nostocaceae;
NC_020847,CP001713,Chlamydiaceae;
NC_020845,NZ_CP013990.1,Enterobacterales;
MH155880,NZ_CP022580.1,Gordoniaceae;
NC_013021,NZ_AP018203.1,Leptolyngbyaceae;
NC_031039,NZ_CP035765.1,Sphingomonadales;
NC_031034,NZ_LR215047.1,Mycoplasmataceae;
NC_031037,NZ_RQHA01000004.1,Leptospiraceae;
NC_021559,NZ_CP041040.1,Microbacteriaceae;
NC_012418,CP034433,Neisseriales;
NC_030951,NC_005042.1,Prochloraceae;
KU958700,NC_005363.1,Bdellovibrionales;
NC_016658,NC_012490.1,Nocardiaceae;
NC_029118,NZ_LT629758,Micromonosporaceae;
NC_028675,CP019892,Microbacteriaceae;
NC_021556,NZ_PKRZ01000001.1,Lactobacillales;
NC_018838,NZ_CP028926.1,Pasteurellales;
NC_031049,NZ_QLMF01000001.1,Rhizobiales;
NC_020489,NC_011071.1,Xanthomonadales;
NC_025462,NZ_AP018203.1,Leptolyngbyaceae;
NC_003327,NC_017379.1,Campylobacterales;
NC_018277,NZ_CP047242.1,Nostocaceae;
NC_018274,CP034433,Neisseriales;
NC_018272,NC_005042.1,Prochloraceae;
NC_018271,NZ_LN831027.1,Fusobacteriaceae;
NC_021864,CP019892,Microbacteriaceae;
NC_023583,NZ_CP027793.1,Nocardiaceae;
NC_028890,NZ_CP016990.1,Aeromonadales;
NC_028892,NZ_BEWM01000001.1,Rhodospirillales;
NC_028895,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_028679,NC_008095.1,Myxococcales;
KT124228,NZ_HF571038.1,Intrasporangiaceae;
KT124229,JTHH01000008,Bacillales;
KT152029,NZ_CM002803,Oscillatoriales;
NC_028799,NC_015601.1,Erysipelotrichales;
NC_005178,NZ_HF571038.1,Intrasporangiaceae;
NC_013600,NZ_CP047242.1,Nostocaceae;
NC_020201,NC_003228.3,Bacteroidales;
KT124227,NZ_JNIU01000001,Pelagibacterales;
NC_019515,NC_011071.1,Xanthomonadales;
NC_029006,NZ_MRCG01000001.1,Oscillatoriales;
NC_019518,NC_011071.1,Xanthomonadales;
NC_024354,CP001713,Chlamydiaceae;
NC_029008,CP019892,Microbacteriaceae;
NC_002180,NZ_PKKP01000001.1,Actinomycetaceae;
NC_017674,NZ_FEBQ01000001.1,Lactobacillales;
NC_005091,LR134359,Campylobacterales;
NC_013197,NZ_AP018203.1,Leptolyngbyaceae;
NC_028745,NZ_AP014524.1,Vibrionales;
NC_004629,NZ_PETF01000001,Entomoplasmatales;
NC_023700,NZ_CP030105.1,Lactobacillales;
NC_001271,SDYW01000001,Bacteria
NC_005879,NZ_LR131273.1,Tsukamurellaceae;
NC_028944,CP011132,Enterobacterales;
NC_022982,CP019892,Microbacteriaceae;
KX344445,NZ_CP047242.1,Nostocaceae;
MH019216,NC_006461.1,Thermales;
NC_022987,NZ_JNIU01000001,Pelagibacterales;
NC_024330,NZ_LT629758,Micromonosporaceae;
MF358541,NZ_CP022580.1,Gordoniaceae;
NC_005891,NZ_LR215047.1,Mycoplasmataceae;
NC_011165,NZ_CP022580.1,Gordoniaceae;
NC_011166,NZ_LT629758,Micromonosporaceae;
NC_011167,HG530068,Pseudomonadales;
NC_011756,NC_005363.1,Bdellovibrionales;
NC_031070,NZ_LT629739,Brevibacteriaceae;
NC_020872,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_020873,NC_004556.1,Xanthomonadales;
NC_031912,NZ_QKZO01000001.1,Rhodobacterales;
NC_031911,NC_005042.1,Prochloraceae;
NC_019909,NZ_CP021654.1,Aeromonadales;
NC_031917,NZ_JNIU01000001,Pelagibacterales;
NC_023581,NC_011071.1,Xanthomonadales;
NC_031914,NZ_CP007203.1,Aphanizomenonaceae;
NC_019454,LC361338,Micrococcaceae;
NC_031919,SDYW01000001,Bacteria
NC_019457,NZ_HF571038.1,Intrasporangiaceae;
NC_019450,NZ_UFTQ01000001,Brevibacteriaceae;
NC_019451,NZ_CP046058.1,Chroococcales;
NC_034248,NZ_LT629758,Micromonosporaceae;
NC_024216,NZ_CP035765.1,Sphingomonadales;
NC_022771,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_021867,NZ_UFTQ01000003.1,Brevibacteriaceae;
MH171093,NZ_LN831027.1,Fusobacteriaceae;
MH171096,NC_011071.1,Xanthomonadales;
MH171094,NZ_NQCD01000010.1,Enterobacterales;
NC_031005,NZ_CP016990.1,Aeromonadales;
NC_031006,NC_017379.1,Campylobacterales;
NC_028971,NZ_CP046058.1,Chroococcales;
NC_031003,NZ_FODB01000122.1,Oceanospirillales;
NC_021788,NC_009438.1,Alteromonadales;
NC_009760,NC_005042.1,Prochloraceae;
NC_027359,CP001751,SAR116
NC_028931,NZ_CP058243.1,Xanthomonadales;
NC_028999,NZ_CM002803,Oscillatoriales;
NC_028998,CP003184,Thermoanaerobacterales;
NC_015284,NZ_VISK01000013.1,Rhodospirillales;
NC_008367,NC_002771.1,Mycoplasmataceae;
NC_015280,NZ_CP023558.1,Alteromonadales;
NC_015283,SDYW01000001,Bacteria
NC_027630,NZ_CP028926.1,Pasteurellales;
NC_018834,NZ_PKKP01000001.1,Actinomycetaceae;
NC_018836,NZ_AEUD01000047.1,Gordoniaceae;
NC_018832,NZ_UFTQ01000001,Brevibacteriaceae;
NC_015209,NZ_CM002803,Oscillatoriales;
NC_018839,NVUC01000001,Rhodobacterales;
NC_021557,NZ_CM002803,Oscillatoriales;
NC_001978,NC_010163.1,Acholeplasmatales;
MH825706,NZ_CP045235.1,Burkholderiales;
NC_020078,NZ_BEWM01000001.1,Rhodospirillales;
NC_004664,NC_006085.1,Propionibacteriaceae;
MG198780,LC361338,Micrococcaceae;
NC_002700,NC_021883.1,Pasteurellales;
NC_027336,NZ_UFTQ01000001,Brevibacteriaceae;
NC_026602,NC_006461.1,Thermales;
NC_026601,NZ_CP022580.1,Gordoniaceae;
NC_001331,NZ_PKRZ01000001.1,Lactobacillales;
NC_005345,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_005342,NZ_CP007203.1,Aphanizomenonaceae;
MF919516,NC_013501.1,Order
NC_023605,CP034433,Neisseriales;
NC_028904,NZ_PETF01000001,Entomoplasmatales;
MF919515,NZ_CP029197.1,Streptomycetaceae;
KP876466,NZ_CP008880.1,Flavobacteriales;
KP876465,NZ_AP014524.1,Vibrionales;
NC_024792,NZ_AMGI01000001.1,Entomoplasmatales;
NC_024791,NZ_CP019870.1,Clostridiales;
NC_006936,QLNP01000098,Micrococcaceae;
DQ398041,LR134359,Campylobacterales;
MT024868,NC_021883.1,Pasteurellales;
MN284905,NC_013961.1,Enterobacterales;
MN444873,NZ_LT629770,Microbacteriaceae;
MN096366,NC_009952.1,Rhodobacterales;
MK977715,NZ_CP009764.1,Burkholderiales;
MN813676,NVTK01000009,Alteromonadales;
MT897901,NC_015601.1,Erysipelotrichales;
MT889375,NZ_AMGI01000001.1,Entomoplasmatales;
KX507362,NZ_JYBE02000001.1,Streptomycetaceae;
MN585984,NZ_MUTR01000001.1,Burkholderiales;
MN062710,NZ_JMSZ01000016,Oceanospirillales;
JF704092,NC_021883.1,Pasteurellales;
MN369763,NZ_CP009125.1,Enterobacterales;
MK376963,NZ_CP022580.1,Gordoniaceae;
MN234208,NZ_PKKP01000001.1,Actinomycetaceae;
MN234214,NZ_CP047242.1,Nostocaceae;
MN586036,NZ_SPGG01000010.1,Bacteroidales;
MN703405,NC_011071.1,Xanthomonadales;
MN119379,NC_021883.1,Pasteurellales;
MT310884,NC_011071.1,Xanthomonadales;
MN234192,NZ_UFTQ01000001,Brevibacteriaceae;
MN234188,NZ_CP016990.1,Aeromonadales;
MN234183,NC_008095.1,Myxococcales;
MN428050,NZ_CP007203.1,Aphanizomenonaceae;
MN735429,NZ_CP021140.1,Eggerthellales;
MN224564,NZ_AMGI01000001.1,Entomoplasmatales;
MK737943,NZ_RPMX01000001.1,Rhizobiales;
MK494114,NZ_CP028926.1,Pasteurellales;
MN585986,NZ_RQHA01000004.1,Leptospiraceae;
MN234166,NZ_CP027407.1,Rhodobacterales;
MN585977,NZ_PKRZ01000001.1,Lactobacillales;
MN234230,SDYW01000001,Bacteria
MN813700,NZ_CP021140.1,Eggerthellales;
MN096382,NC_014159.1,Tsukamurellaceae;
MK494129,NZ_LR134326.1,Burkholderiales;
MN585971,CP023315,Caulobacterales;
MT553347,NZ_LN831027.1,Fusobacteriaceae;
MT658802,NZ_CP007203.1,Aphanizomenonaceae;
MN586006,LC361338,Micrococcaceae;
MT818416,NZ_CP050956.1,Bacteroidales;
MN617845,NZ_CP010899.1,Entomoplasmatales;
 KX550442,NZ_HF571038.1,Intrasporangiaceae;
MT114165,NZ_LR215047.1,Mycoplasmataceae;
MK814751,NZ_JH719383.1,Rhizobiales;
AY129339,NZ_FODB01000122.1,Oceanospirillales;
MK460245,NC_006461.1,Thermales;
MT889390,NC_010163.1,Acholeplasmatales;
MN586021,NC_006085.1,Propionibacteriaceae;
MN369744,NC_005363.1,Bdellovibrionales;
MN586053,NZ_LT629758,Micromonosporaceae;
MK967390,NZ_FNSA01000003,Tsukamurellaceae;
MT521996,NZ_AP018203.1,Leptolyngbyaceae;
MN585978,NZ_HF571038.1,Intrasporangiaceae;
KF841475,NC_012490.1,Nocardiaceae;
MT658804,NZ_CP022580.1,Gordoniaceae;
KU160640,NZ_CP015121.1,Pseudomonadales;
MK919472,CP003184,Thermoanaerobacterales;
MT952852,NZ_CP015121.1,Pseudomonadales;
MN908692,NC_017045.1,Flavobacteriales;
MN586002,NZ_FEBQ01000001.1,Lactobacillales;
MK967387,NZ_AP018203.1,Leptolyngbyaceae;
MT776810,NZ_CP021140.1,Eggerthellales;
MK801722,NZ_CP013911.1,Bacillales;
KX522649,NC_006461.1,Thermales;
MN813686,NZ_QGLK01000001.1,Bifidobacteriaceae;
MK279897,NC_003228.3,Bacteroidales;
MK494123,NZ_LT629739,Brevibacteriaceae;
MK878897,NC_014159.1,Tsukamurellaceae;
MG099942,CP023315,Caulobacterales;
KY965066,QLNP01000098,Micrococcaceae;
MK494103,NZ_LOQW01000006.1,Corynebacteriaceae;
MN585964,CP004353,Corynebacteriaceae;
MN586012,NC_012490.1,Nocardiaceae;
MN586039,NZ_CP027793.1,Nocardiaceae;
KY224001,NZ_CP007203.1,Aphanizomenonaceae;
MH536814,HG530068,Pseudomonadales;
MN617844,NC_002771.1,Mycoplasmataceae;
MT024867,NZ_CP016990.1,Aeromonadales;
MT310865,NZ_JMSZ01000016,Oceanospirillales;
MG920060,NZ_JYNI01000003,Alteromonadales;
MH155865,NZ_CP030105.1,Lactobacillales;
MK524516,NZ_PKRZ01000001.1,Lactobacillales;
KY549154,NC_005042.1,Prochloraceae;
MN586030,CP023315,Caulobacterales;
MF185727,NZ_PKKP01000001.1,Actinomycetaceae;
MK112531,NC_005363.1,Bdellovibrionales;
MN945900,NZ_CP010899.1,Entomoplasmatales;
MT897902,NZ_CP047242.1,Nostocaceae;
MT310874,HG530068,Pseudomonadales;
MF133446,NZ_AP018203.1,Leptolyngbyaceae;
MN234235,CP032788,Corynebacteriaceae;
MT723939,CP001751,SAR116
MH045556,NC_011852.1,Pasteurellales;
MF537628,NZ_HF571038.1,Intrasporangiaceae;
MK112532,NC_010163.1,Acholeplasmatales;
JN699628,NZ_CP018296.1,Chlamydiaceae;
MK112533,NZ_ABJL02000008.1,Bacteroidales;
EU816590,NC_006461.1,Thermales;
MK359351,NC_008261.1,Clostridiales;
MH834601,NZ_CP047242.1,Nostocaceae;
MN369757,NZ_HF571038.1,Intrasporangiaceae;
MN183283,NC_006461.1,Thermales;
MK433270,NZ_LR131273.1,Tsukamurellaceae;
MK392363,NC_011071.1,Xanthomonadales;
MK524511,NZ_CP027793.1,Nocardiaceae;
MH051249,NZ_MRCG01000001.1,Oscillatoriales;
JF957057,LC361338,Micrococcaceae;
EU568876,LR134359,Campylobacterales;
MK305884,NC_007618.1,Rhizobiales;
MH450114,NC_021883.1,Pasteurellales;
MH271293,NC_005042.1,Prochloraceae;
MN096371,SDYW01000001,Bacteria
MK977714,CP023315,Caulobacterales;
KX507345,NC_017287.1,Chlamydiaceae;
MH779498,SDYW01000001,Bacteria
KF006817,NC_007677.1,Order
KC691254,NC_012490.1,Nocardiaceae;
KT365401,NC_003228.3,Bacteroidales;
MH576949,NZ_AP018203.1,Leptolyngbyaceae;
MH450115,NVTK01000009,Alteromonadales;
KT591491,NZ_CP023560,Bacillales;
MH834603,NZ_JACAWZ010000001.1,Burkholderiales;
MN585999,NZ_RQHA01000004.1,Leptospiraceae;
KU865302,NZ_QGLK01000001.1,Bifidobacteriaceae;
MH576973,NZ_LR134326.1,Burkholderiales;
KX808130,NZ_AEUD01000047.1,Gordoniaceae;
KT270441,NZ_LT629758,Micromonosporaceae;
MN586045,NC_015601.1,Erysipelotrichales;
KX443326,NZ_BEWM01000001.1,Rhodospirillales;
KR347352,NZ_CP035765.1,Sphingomonadales;
MH271294,NZ_CP022580.1,Gordoniaceae;
MN369762,NZ_QGLK01000001.1,Bifidobacteriaceae;
MT889373,NC_008752.1,Burkholderiales;
MN586043,NZ_CP027407.1,Rhodobacterales;
MN585998,NC_002771.1,Mycoplasmataceae;
MT498055,NZ_QGLK01000001.1,Bifidobacteriaceae;
MK494115,NZ_PKKP01000001.1,Actinomycetaceae;
MN096356,NZ_PKKP01000001.1,Actinomycetaceae;
MN119377,NZ_CP007203.1,Aphanizomenonaceae;
AY129337,NZ_CP009976.1,Flavobacteriales;
MN428065,CP034433,Neisseriales;
MT723943,NZ_CP021654.1,Aeromonadales;
MN892484,CP012196,Campylobacterales;
MK919475,NC_010163.1,Acholeplasmatales;
MK757446,NZ_CP019687.1,Bacillales;
MK967401,NC_007530.2,Bacillales;
DQ398053,CP034433,Neisseriales;
MN062705,CP001713,Chlamydiaceae;
MT889386,NC_015601.1,Erysipelotrichales;
MK494132,CP034433,Neisseriales;
MT310867,SDYW01000001,Bacteria
MT498056,NC_008261.1,Clostridiales;
MK494108,NZ_CP046058.1,Chroococcales;
MT723944,NZ_CP023560,Bacillales;
DQ398043,NZ_KB890221.1,Rhizobiales;
AY129330,NC_010163.1,Acholeplasmatales;
AY129333,NZ_PKKP01000001.1,Actinomycetaceae;
MN204495,NZ_CP022580.1,Gordoniaceae;
MN284906,NZ_CP016990.1,Aeromonadales;
MK279844,NZ_FODB01000122.1,Oceanospirillales;
KX557288,NC_010163.1,Acholeplasmatales;
MN586022,NC_012490.1,Nocardiaceae;
MN204501,NZ_CP046058.1,Chroococcales;
MK494107,NC_011071.1,Xanthomonadales;
MN586035,NZ_CP022580.1,Gordoniaceae;
MK801726,NZ_LT629758,Micromonosporaceae;
MT310860,NZ_RQHA01000004.1,Leptospiraceae;
MN585995,NZ_QGLK01000001.1,Bifidobacteriaceae;
MN807247,NC_011071.1,Xanthomonadales;
MK937591,CP001751,SAR116
MN813696,LC361338,Micrococcaceae;
MK620896,NC_005363.1,Bdellovibrionales;
AY129331,NZ_CP022580.1,Gordoniaceae;
MT498058,NC_007618.1,Rhizobiales;
MN586057,NC_005363.1,Bdellovibrionales;
MT310852,NC_005042.1,Prochloraceae;
MT889380,NZ_CP023558.1,Alteromonadales;
MK620898,NC_002771.1,Mycoplasmataceae;
MN234233,SDYW01000001,Bacteria
MN586032,NZ_CP046058.1,Chroococcales;
MT310892,NZ_QGLK01000001.1,Bifidobacteriaceae;
MK494101,NZ_LN831027.1,Fusobacteriaceae;
MH399772,NC_015601.1,Erysipelotrichales;
DQ398044,NC_005363.1,Bdellovibrionales;
MN428061,NZ_LT629770,Microbacteriaceae;
AY129335,NZ_CP047242.1,Nostocaceae;
MN908688,NZ_LT629758,Micromonosporaceae;
MK494118,NZ_UWXU01000001,Enterobacterales;
MN329678,NC_003228.3,Bacteroidales;
MK977701,HG530068,Pseudomonadales;
MK059749,NC_021883.1,Pasteurellales;
MK937608,QLNP01000098,Micrococcaceae;
MT310854,NZ_LT629739,Brevibacteriaceae;
MN585996,NZ_CP012958.1,Pasteurellales;
MN234226,NZ_RQHA01000004.1,Leptospiraceae;
MT310883,NZ_PETF01000001,Entomoplasmatales;
MK494095,NZ_CM002803,Oscillatoriales;
 KX683293,NC_013961.1,Enterobacterales;
JF704095,NZ_CP025774.1,Burkholderiales;
MN062701,NZ_CP053931.1,Bacillales;
MT310857,LC361338,Micrococcaceae;
MT889387,NZ_JYBE02000001.1,Streptomycetaceae;
MN444876,NC_012490.1,Nocardiaceae;
MK494087,NZ_JYBE02000001.1,Streptomycetaceae;
MT553338,CP001713,Chlamydiaceae;
MK919482,NZ_CP015121.1,Pseudomonadales;
MK559427,NZ_CADIKU010000001.1,Burkholderiales;
MN703414,LC361338,Micrococcaceae;
MN585969,NZ_LT629770,Microbacteriaceae;
MK977706,CP023315,Caulobacterales;
MN945902,NZ_JNIU01000001,Pelagibacterales;
MN617841,NZ_CP008781.1,Burkholderiales;
MT897903,NZ_JNIU01000001,Pelagibacterales;
MK494094,CP019892,Microbacteriaceae;
MK814756,NZ_CM002803,Oscillatoriales;
MN586001,NZ_AP014524.1,Vibrionales;
MN428047,NC_009438.1,Alteromonadales;
MN310544,CP023315,Caulobacterales;
MT310893,NZ_CP035765.1,Sphingomonadales;
MN444869,NZ_CP009976.1,Flavobacteriales;
MK919484,NZ_CP047242.1,Nostocaceae;
MN585974,NZ_CP021140.1,Eggerthellales;
MT553337,NZ_CP019870.1,Clostridiales;
MN908689,NZ_LT629739,Brevibacteriaceae;
MT498037,NZ_LT629758,Micromonosporaceae;
MN703411,CP000388,Alteromonadales;
MK937595,NZ_CP022580.1,Gordoniaceae;
MN585965,NZ_AP018203.1,Leptolyngbyaceae;
MK494116,NZ_JXYE01000002,Rhodobacterales;
MN234187,CP034433,Neisseriales;
MN585972,NZ_CP007203.1,Aphanizomenonaceae;
MN234174,NZ_CP047242.1,Nostocaceae;
MN234186,NZ_QKZO01000001.1,Rhodobacterales;
MK494112,CP001751,SAR116
MT114159,CP019892,Microbacteriaceae;
MN585975,NZ_CP023558.1,Alteromonadales;
MN234199,NZ_CP015121.1,Pseudomonadales;
MK559428,NZ_CM002803,Oscillatoriales;
MT639653,NZ_HF571038.1,Intrasporangiaceae;
MN586041,NC_008095.1,Myxococcales;
MT723940,NC_006085.1,Propionibacteriaceae;
MN586033,NZ_AP018203.1,Leptolyngbyaceae;
MN585987,NZ_CP027793.1,Nocardiaceae;
MK660712,NZ_VISK01000013.1,Rhodospirillales;
MN945904,NZ_CP047242.1,Nostocaceae;
KT365400,NC_005042.1,Prochloraceae;
MK359325,CP034433,Neisseriales;
MK967386,NC_006085.1,Propionibacteriaceae;
MK524487,NC_006085.1,Propionibacteriaceae;
MK919476,CP001751,SAR116
MT657341,CP001751,SAR116
MK977711,SDYW01000001,Bacteria
MN284894,NZ_CP025545.1,Bacillales;
MT684598,NC_008095.1,Myxococcales;
MT776808,NZ_CP047242.1,Nostocaceae;
MN586048,NZ_CM002803,Oscillatoriales;
MK494130,CP003184,Thermoanaerobacterales;
MN586056,NZ_PKKP01000001.1,Actinomycetaceae;
MN096377,NZ_CM002803,Oscillatoriales;
MT889374,NZ_CP046058.1,Chroococcales;
MT498060,NZ_HF571038.1,Intrasporangiaceae;
MK814758,NZ_LR134326.1,Burkholderiales;
MN369752,NZ_LT629758,Micromonosporaceae;
KX557234,NZ_CP021654.1,Aeromonadales;
KR997930,NZ_AP014524.1,Vibrionales;
MH155868,NZ_LOQW01000006.1,Corynebacteriaceae;
MK359363,NZ_UFTQ01000003.1,Brevibacteriaceae;
KP027197,NZ_CP021140.1,Eggerthellales;
MG198781,NZ_PKKP01000001.1,Actinomycetaceae;
JQ809701,NZ_CP041040.1,Microbacteriaceae;
MK937593,NZ_LN831027.1,Fusobacteriaceae;
MG099944,NC_015601.1,Erysipelotrichales;
MK620900,NZ_CP022580.1,Gordoniaceae;
MN586054,CP001751,SAR116
MK977708,NZ_CP046058.1,Chroococcales;
MN703406,NZ_AP014524.1,Vibrionales;
MT522004,CP023315,Caulobacterales;
MT316461,CP019892,Microbacteriaceae;
MT684586,NZ_JNIU01000001,Pelagibacterales;
MN096361,NZ_RQHA01000004.1,Leptospiraceae;
KX159477,NZ_PKKP01000001.1,Actinomycetaceae;
MN284903,NZ_HF571038.1,Intrasporangiaceae;
MT498066,QLNP01000098,Micrococcaceae;
MN119376,NZ_RQHA01000004.1,Leptospiraceae;
MN234182,NZ_ATTH01000001,Order
MF668271,HG530068,Pseudomonadales;
MT952851,HG530068,Pseudomonadales;
MN703412,NVUC01000001,Rhodobacterales;
MN234190,NZ_RQHA01000004.1,Leptospiraceae;
MN310549,NZ_LR131273.1,Tsukamurellaceae;
MN234216,NZ_ABJL02000008.1,Bacteroidales;
MN585980,NC_015601.1,Erysipelotrichales;
