,phage_name,phage_genbank_id,phage_refseq_id,host_name,host_id,host_category,host_desc
2032,Moki,MH744421,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2033,Moldemort,MK559429,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2034,Molivia,MF185731,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2035,Mollymur,MK977705,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2036,Moloch,KU160657,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2037,Momo,KR080196,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2038,MoMoMixon,JN699626,NC_023733,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2039,MonChoix,MK894437,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2040,MoneyMay,MK875800,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2041,Monty,KU998241,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2042,MooMoo,MH001449,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2043,Moonbeam,MT684593,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2044,MOOREtheMARYer,KR080202,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2045,Moose,MH479919,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2046,Moosehead,MT521995,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2047,Moozy,MH155872,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
2048,Mordred,MN204499,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2049,Morgushi,JN638753,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2050,Morizzled23,MK112549,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2051,Morpher26,MF668278,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2052,Morrissey,MH271305,,Gordonia terrae NRRL B-16283,MT925577.1,25,"Gordonia terrae strain XFJ7 16S ribosomal RNA gene, partial sequence"
2053,Morrow,MG962373,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2054,Mortcellus,MH316565,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2055,Morty,MH371125,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2056,Morty007,MH513976,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2057,Mosaic,MG925350,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2058,Mosby,KF493883,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2059,MosMoris,KJ538721,NC_024138,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2060,Mova,MT684595,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2061,Mowgli,MH479920,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2062,Moyashi,KR347354,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
2063,Mozy,JF937102,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2064,MPhalcon,MH020247,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2065,MPlant7149,MG925351,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2066,MRabcd,MK279866,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2067,MrAK,KR337643,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
2068,MrGloopy,MK660714,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2069,MrGordo,JN020140,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2070,MrMagoo,KY223999,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2071,MrMiyagi,MT776806,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2072,MrWorldwide,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2073,Mryolo,MH338239,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2074,Msay19,MK433261,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2075,MScarn,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2076,MsGreen,MK878900,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2077,mu16,DQ372923,NC_007967,Streptomyces aureofaciens B96,VANX01000011.1,74,"Acinetobacter baumannii strain Ab96 B96_L1.R1.clean__paired__contig_11, whole genome shotgun sequence"
2078,MuchMore,MH727554,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2079,Mudcat,KU647628,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2080,Muddy,KF024728,NC_022054,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2081,Mufasa,KT591490,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2082,Mufasa8,MN586027,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2083,MuffinTheCat,MT952848,,Microbacterium testaceum NRRL B-24232,Not Found,36,Not Found
2084,Mulan,MH727555,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2085,Mulch,MK305885,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2086,MulchMansion,MT897905,,Streptomyces viridochromogenes DSM40736,MG515223.1,99,"Streptomyces phage WRightOn, complete genome"
2087,Mulciber,KU695581,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2088,Mule,MT657342,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2089,Munch,MK524513,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2090,Mundrea,KX579975,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2091,Muntaha,MT024872,,Streptomyces sanglieri UNT16F27A,MT024872.1,87,"Streptomyces phage Muntaha, complete genome"
2092,Murdoc,JN638752,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2093,Murica,MF919525,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2094,Murphy,KC748971,NC_021305,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2095,Murucutumbu,KM677211,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2096,Musetta,MH536823,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2097,Museum,JF937103,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2098,Mutaforma13,JN020142,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2099,Mutante,MH399780,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2100,Muttlie,KU160658,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2101,Mutzi,MK305889,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2102,Mynx,MH513977,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2103,MyraDee,MF141539,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2104,Myrale,MN586051,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2105,Myrna,EU826466,NC_011273,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2106,Myxus,KU716095,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2107,Nabi,MH171094,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2108,Naby,MN234191,,Microbacterium paraoxydans NWU1,MN813684.1,33,"Microbacterium phage Terij, complete genome"
2109,Naca,MH020239,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2110,Nacho,JX649098,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2111,Nadeem,MH399781,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2112,NadineRae,MN428063,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
2113,Nadmeg,,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2114,Nagem,MH045560,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2115,Naiad,MF324901,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2116,Naija,MK359339,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2117,Naira,MK524523,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2118,Nairb,MH001451,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2119,Naji,MN234169,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2120,Nala,KF562101,NC_022976,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2121,Namago,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2122,Namo,MK433260,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2123,Namsahir,MW055909,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2124,Nancia,MK279867,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2125,Nancinator,MH271306,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2126,NancyRae,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2127,Nandita,MH834621,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2128,Nanodon,KX344445,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2129,Nanosmite,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2130,Napoleon13,MK359344,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2131,NapoleonB,MN284897,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2132,Nappy,JN699627,NC_023725,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2133,NarutoRun,MK801732,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2134,NaSiaTalie,KU297783,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2135,Nason,MF189174,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2136,NatB6,MH536824,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2137,NathanVaag,,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2138,Natosaleda,KX550082,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2139,Nattles,MG925352,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2140,Nazo,KX641262,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2141,NearlyHeadless,MH825708,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2142,Nebkiss,MK016501,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2143,Nebs,MK359356,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2144,Nebulous,MT451984,,Microbacterium liquefaciens LMG 16120,MT498063.1,29,"Microbacterium phage Mercedes, complete genome"
2145,Necropolis,MK937604,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2146,Nedarya,MH316566,,Gordonia terrae NRRL B-16283,MT925577.1,25,"Gordonia terrae strain XFJ7 16S ribosomal RNA gene, partial sequence"
2147,Neferthena,MH697589,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2148,NEHalo,MH590595,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2149,NelitzaMV,KT222941,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2150,Nellie,MF668279,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2151,Nemo27,MH077581,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2152,Nenae,MK524520,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2153,Neobush,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2154,Neoevie,MK450436,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2155,Nerdos,MK433278,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2156,Nerujay,KR080201,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2157,Nesbitt,MH001457,,Streptomyces lividans JI 1326,MH744418.1,83,"Streptomyces phage JustBecause, complete genome"
2158,Netyap,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2159,NeumannU,MT657332,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2160,Neville,MH651182,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2161,Newman,KC691258,NC_021310,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2162,Newt,MK919481,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2163,NHagos,MN369758,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2164,Nhonho,KR997934,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2165,Nibb,MK460246,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2166,NiceHouse,MT521992,,Rhodococcus erythropolis NRRL B-1574,Not Found,68,Not Found
2167,Nicholas,MF140421,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2168,Nicholasp3,MF140422,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2169,NicoleTera,MH825709,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2170,Nidhogg,MK359350,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2171,NiebruSaylor,MT818425,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2172,Nigel,EU770221,NC_011044,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2173,Nightmare,MF140423,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2174,NihilNomen,MK967402,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2175,Nike,MT114166,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2176,Niklas,MK494119,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2177,Niktson,MF038790,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2178,Nilo,MH001447,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2179,Nimbo,MH669009,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
